"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"Gems of The Day  21- 30 Jun 26",0.37,13,18,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"Aurora Mid Year Gold Sale  25- 30 Jun 26",0.36,17,18,1,1,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.36,13,13,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,18-24,"ผ่อนทอง 0% June 2026",0.34,28,29,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",male,55-64,"Pay Day 25-30 June 2026",0.33,11,12,,,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",unknown,25-34,"Pay Day 25-30 June 2026",0.33,4,7,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"ผ่อนทอง 0% June 2026",0.31,23,23,1,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.3,31,32,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,65+,"ผ่อนทอง 0% June 2026",0.28,20,21,1,2,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,25-34,"Aurora Mid Year Gold Sale  25- 30 Jun 26",0.28,7,7,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.27,21,23,,,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",female,65+,"Pay Day 25-30 June 2026",0.27,8,9,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"Gems of The Day  21- 30 Jun 26",0.27,9,13,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",male,45-54,"Pay Day 25-30 June 2026",0.26,6,6,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,25-34,"Test - Service - ทองแท้ 96.5",0.25000679,19,24,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,55-64,"Test - Service - ทองแท้ 96.5",0.25000679,15,18,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",female,18-24,"Pay Day 25-30 June 2026",0.24,8,9,,,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,35-44,"Gems of The Day  21- 30 Jun 26",0.24,4,4,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.22,13,13,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,45-54,"Test - Service - ทองแท้ 96.5",0.2100057,18,20,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"ผ่อนทอง 0% June 2026",0.21,13,13,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",unknown,25-34,"Pay Day 25-30 June 2026",0.21,9,12,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",unknown,55-64,"Pay Day 25-30 June 2026",0.21,3,4,1,1,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",unknown,35-44,"Pay Day 25-30 June 2026",0.18,3,4,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,25-34,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.17,14,16,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,18-24,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",0.15991071,12,12,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",0.14,7,7,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.14,22,22,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,18-24,"Test - Trust - ช่องทางชำระเงิน",0.14,9,9,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",0.13,7,7,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",male,65+,"Pay Day 25-30 June 2026",0.13,6,6,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,65+,"Aurora Mid Year Gold Sale  25- 30 Jun 26",0.13,3,5,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.12,8,10,1,1,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",0.12,6,6,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.12,10,10,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",unknown,45-54,"Pay Day 25-30 June 2026",0.12,3,7,,,,,,2026-06-30,2026-06-30
