"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,65+,"นาคครุฑเสริมบารมี  1-10 Aug",0.74,22,28,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,45-54,"Happy Mother Day -  1-12 Aug",0.7300735,13,25,1,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,65+,"พระประจำวันเกิด 1-31 Aug 26",0.73000701,15,16,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.73,31,31,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.72972073,39,40,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Service - ทองแท้ 96.5",0.72,44,44,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,65+,"ผ่อนทอง 0% Aug 2026",0.72,7,10,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,18-24,"Happy Mother Day -  1-12 Aug",0.69001261,15,23,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.69,8,22,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,65+,"Happy Mother Day -  1-12 Aug",0.69,11,20,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.68,18,24,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.66,23,24,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.64,35,35,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",0.6,13,15,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Service - ทองแท้ 96.5",0.59,9,9,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,65+,"Trust - ช่องทางชำระเงิน",0.57,3,5,1,1,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.57,11,14,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Service - ทองแท้ 96.5",0.56,8,10,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,35-44,"พระประจำวันเกิด 1-31 Aug 26",0.53994428,24,25,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,55-64,"Live - 4 Aug 2026",0.53000452,20,21,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Trust - ช่องทางชำระเงิน",0.53,16,25,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,65+,"ผ่อนทอง 0% Aug 2026",0.51999423,8,14,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,45-54,"Happy Mother Day -  1-12 Aug",0.51,5,11,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,18-24,"Happy Mother Day -  1-12 Aug",0.50005034,2,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,65+,"Branding - เปลี่ยนโอากาสพิเศษ",0.50002273,8,11,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.49,20,29,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,18-24,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.47,17,17,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.47,10,16,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.46,11,12,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",0.45,21,23,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Service - ทองแท้ 96.5",0.45,11,14,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",0.45,12,18,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.44,23,23,1,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,18-24,"Trust - ช่องทางชำระเงิน",0.42,16,22,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",0.41999664,18,27,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.41983933,12,12,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,65+,"Service - ทองแท้ 96.5",0.41,11,12,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.41,7,11,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,25-34,"พระประจำวันเกิด 1-31 Aug 26",0.39995873,16,17,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",0.38001727,16,22,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",0.38001727,8,15,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",0.38,10,12,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.38,7,9,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Service - ทองแท้ 96.5",0.34,12,13,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.33001027,14,24,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.33,20,21,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.33,13,14,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.32,13,15,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,65+,"ผ่อนทอง 0% Aug 2026",0.31,12,13,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,55-64,"ผ่อนทอง 0% Aug 2026",0.31,11,14,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.31,1,1,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,55-64,"พระประจำวันเกิด 1-31 Aug 26",0.30996801,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.3,19,20,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.3,13,14,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.3,17,20,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",0.3,6,9,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Service - ทองแท้ 96.5",0.28,18,19,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",0.2700042,5,10,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,18-24,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.27,10,11,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,18-24,"ผ่อนทอง 0% Aug 2026",0.26,8,8,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.26,8,21,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,55-64,"Happy Mother Day -  1-12 Aug",0.26,3,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",0.26,7,9,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,65+,"นาคครุฑเสริมบารมี  1-10 Aug",0.25000389,3,7,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,35-44,"ผ่อนทอง 0% Aug 2026",0.25,4,5,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",male,35-44,"Live - 4 Aug 2026",0.24,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,25-34,"ผ่อนทอง 0% Aug 2026",0.23,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.23,5,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,18-24,"พระประจำวันเกิด 1-31 Aug 26",0.22000211,7,7,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.22,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.22,3,7,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,18-24,"ผ่อนทอง 0% Aug 2026",0.21,13,13,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.21,13,13,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Service - ทองแท้ 96.5",0.2,16,16,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Service - ทองแท้ 96.5",0.19,6,7,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.19,9,9,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.18,7,9,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",0.17000773,4,10,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,55-64,"Happy Mother Day -  1-12 Aug",0.16000292,3,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,18-24,"Trust - ช่องทางชำระเงิน",0.16,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.16,2,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.16,1,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.15998574,13,14,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,45-54,"พระประจำวันเกิด 1-31 Aug 26",0.15998349,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,65+,"Happy Mother Day -  1-12 Aug",0.1400141,2,7,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.14000436,4,8,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,45-54,"Trust - ช่องทางชำระเงิน",0.14,4,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Trust - ช่องทางชำระเงิน",0.13,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,unknown,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.13,7,8,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,18-24,"Service - ทองแท้ 96.5",0.12,5,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.12,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,18-24,"ผ่อนทอง 0% Aug 2026",0.12,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,65+,"ผ่อนทอง 0% Aug 2026",0.12,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Trust - ช่องทางชำระเงิน",0.12,4,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",0.12,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,25-34,"Happy Mother Day -  1-12 Aug",0.11,5,8,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,18-24,"ผ่อนทอง 0% Aug 2026",0.10999878,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,18-24,"Trust - ช่องทางชำระเงิน",0.1,5,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Service - ทองแท้ 96.5",0.1,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,45-54,"ผ่อนทอง 0% Aug 2026",0.1,4,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.09,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.09,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,35-44,"Trust - ช่องทางชำระเงิน",0.09,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,55-64,"ผ่อนทอง 0% Aug 2026",0.09,1,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.09,4,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.08,3,4,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,25-34,"Live - 4 Aug 2026",0.08,4,4,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,55-64,"Live - 4 Aug 2026",0.08,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Service - ทองแท้ 96.5",0.08,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.08,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.07999287,5,5,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Service - ทองแท้ 96.5",0.07,4,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.07,4,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,unknown,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",0.07,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.07,2,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,18-24,"พระประจำวันเกิด 1-31 Aug 26",0.06999278,1,2,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,65+,"Live - 4 Aug 2026",0.06,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Trust - ช่องทางชำระเงิน",0.06,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.06,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,unknown,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.06,1,1,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.06,1,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.05997705,6,6,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.05997705,4,4,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,18-24,"Service - ทองแท้ 96.5",0.05,4,4,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",0.05,3,4,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",male,25-34,"Live - 4 Aug 2026",0.05,2,2,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.05,3,3,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Service - ทองแท้ 96.5",0.05,1,1,,,,,,2026-08-04,2026-08-10
