"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,18-24,"12 พลังปีเกิด July 2026",77.03641379,6250,7680,98,93,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",male,35-44,"Live - 15 July 2026",76.24729336,1947,2203,13,13,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,25-34,"ผ่อนทอง 0% July 2026",70.35,1489,2112,19,13,5,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,35-44,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",67.97990097,1175,1564,18,22,5,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"12 พลังปีเกิด July 2026",65.81835352,1932,2914,54,47,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,25-34,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",63.75866521,1318,1949,31,28,4,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",male,25-34,"Live - 15 July 2026",63.65094133,2403,2601,13,13,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Branding - เปลี่ยนโอากาสพิเศษ",63.25505632,2131,2936,80,59,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"ผ่อนทอง 0% July 2026",60.09769416,2018,2933,44,36,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,65+,"Live - 15 July 2026",58.79937762,804,836,17,13,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",55.22420875,355,809,12,12,2,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,55-64,"Live - 15 July 2026",52.07804291,801,888,15,13,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,55-64,"ผ่อนทอง 0% July 2026",51.86664036,1855,2521,33,29,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,35-44,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",50.80426754,430,952,10,9,2,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",50.62386178,372,903,11,9,3,1,1118,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,35-44,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",50.48477931,966,1304,15,7,1,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"Special Deals 12-14 July",49.68028116,172,329,15,14,3,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Retargeting,male,45-54,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",47.11752618,2687,3532,39,36,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Lookalike,male,45-54,ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ,46.95743459,2896,3679,57,53,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,45-54,"กรอบรูปมงคลเสริมฮวงจุ้ย 11-20 July",46.51,408,641,3,3,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",46.30355527,674,967,18,13,2,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Lookalike,female,55-64,ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ,46.08674047,2682,3454,60,58,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,25-34,"กรอบรูปมงคลเสริมฮวงจุ้ย 11-20 July",45.92,553,932,6,4,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,35-44,"Special Deals 12-14 July",45.2011574,336,761,7,6,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,25-34,"Card customize 16-31 July 2026",44.75462007,1164,1643,37,36,7,,,2026-07-14,2026-07-20
